customer_id,customer_name,segment,region,industry,acquisition_cohort_month,platformized_flag,platformization_date,source,organic_inorganic
68,ORG-000068,Commercial,Americas,Technology,2020-08,False,,organic,organic
69,ORG-000069,SMB,Americas,Public Sector,2020-08,False,,organic,organic
70,ORG-000070,Commercial,Americas,Manufacturing,2020-08,True,2026-02,organic,organic
71,ORG-000071,SMB,Americas,Public Sector,2020-08,False,,organic,organic
72,ORG-000072,Commercial,Americas,Public Sector,2020-08,False,,organic,organic
73,ORG-000073,Enterprise,Americas,Healthcare,2020-08,True,2024-05,organic,organic
74,ORG-000074,SMB,Americas,Telecom,2020-08,False,,organic,organic
75,ORG-000075,Strategic-Global,Americas,Telecom,2020-08,True,2024-05,organic,organic
76,ORG-000076,SMB,Americas,Financial Services,2020-08,True,2025-11,organic,organic
77,ORG-000077,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
78,ORG-000078,Enterprise,Americas,Telecom,2020-08,False,,organic,organic
79,ORG-000079,SMB,EMEA,Public Sector,2020-08,True,2024-05,organic,organic
80,ORG-000080,SMB,Americas,Healthcare,2020-08,False,,organic,organic
81,ORG-000081,SMB,APAC,Technology,2020-08,True,2024-05,organic,organic
82,ORG-000082,Commercial,JAPAC,Telecom,2020-08,False,,organic,organic
83,ORG-000083,SMB,EMEA,Technology,2020-08,False,,organic,organic
84,ORG-000084,SMB,Americas,Public Sector,2020-08,False,,organic,organic
85,ORG-000085,SMB,Americas,Financial Services,2020-08,True,2024-08,organic,organic
86,ORG-000086,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
87,ORG-000087,SMB,Americas,Telecom,2020-08,True,2026-02,organic,organic
88,ORG-000088,SMB,Americas,Financial Services,2020-08,False,,organic,organic
89,ORG-000089,Commercial,Americas,Energy/Utilities,2020-08,False,,organic,organic
90,ORG-000090,SMB,EMEA,Technology,2020-08,True,2024-05,organic,organic
91,ORG-000091,Commercial,Americas,Technology,2020-08,True,2024-11,organic,organic
92,ORG-000092,Commercial,Americas,Technology,2020-08,True,2025-11,organic,organic
93,ORG-000093,Commercial,Americas,Retail,2020-08,True,2025-08,organic,organic
94,ORG-000094,SMB,Americas,Technology,2020-08,True,2024-05,organic,organic
95,ORG-000095,Commercial,APAC,Technology,2020-08,False,,organic,organic
96,ORG-000096,Commercial,JAPAC,Manufacturing,2020-08,False,,organic,organic
97,ORG-000097,Commercial,Americas,Manufacturing,2020-08,False,,organic,organic
98,ORG-000098,SMB,EMEA,Public Sector,2020-08,True,2025-08,organic,organic
99,ORG-000099,Commercial,EMEA,Financial Services,2020-08,False,,organic,organic
100,ORG-000100,SMB,EMEA,Technology,2020-08,True,2024-05,organic,organic
101,ORG-000101,SMB,EMEA,Retail,2020-08,False,,organic,organic
102,ORG-000102,SMB,EMEA,Manufacturing,2020-08,False,,organic,organic
103,ORG-000103,Commercial,EMEA,Technology,2020-08,False,,organic,organic
104,ORG-000104,Commercial,EMEA,Energy/Utilities,2020-08,False,,organic,organic
105,ORG-000105,Strategic-Global,Americas,Healthcare,2020-08,True,2024-05,organic,organic
106,ORG-000106,SMB,Americas,Public Sector,2020-08,True,2024-11,organic,organic
107,ORG-000107,Commercial,Americas,Public Sector,2020-08,False,,organic,organic
108,ORG-000108,SMB,Americas,Healthcare,2020-08,True,2025-02,organic,organic
109,ORG-000109,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
110,ORG-000110,Enterprise,EMEA,Financial Services,2020-08,True,2024-05,organic,organic
111,ORG-000111,SMB,EMEA,Healthcare,2020-08,True,2024-05,organic,organic
112,ORG-000112,SMB,Americas,Energy/Utilities,2020-08,False,,organic,organic
113,ORG-000113,Commercial,Americas,Healthcare,2020-08,False,,organic,organic
114,ORG-000114,SMB,EMEA,Public Sector,2020-08,True,2024-05,organic,organic
115,ORG-000115,Strategic-Global,EMEA,Technology,2020-08,False,,organic,organic
116,ORG-000116,SMB,Americas,Energy/Utilities,2020-08,True,2026-02,organic,organic
117,ORG-000117,Commercial,EMEA,Financial Services,2020-08,False,,organic,organic
118,ORG-000118,Enterprise,Americas,Manufacturing,2020-08,False,,organic,organic
119,ORG-000119,SMB,EMEA,Technology,2020-08,False,,organic,organic
120,ORG-000120,SMB,EMEA,Technology,2020-08,True,2025-08,organic,organic
121,ORG-000121,SMB,JAPAC,Technology,2020-08,False,,organic,organic
122,ORG-000122,Enterprise,Americas,Manufacturing,2020-08,True,2024-05,organic,organic
123,ORG-000123,Enterprise,Americas,Telecom,2020-08,False,,organic,organic
124,ORG-000124,SMB,Americas,Healthcare,2020-08,True,2024-05,organic,organic
125,ORG-000125,Commercial,Americas,Manufacturing,2020-08,True,2024-05,organic,organic
126,ORG-000126,SMB,EMEA,Technology,2020-08,True,2025-11,organic,organic
127,ORG-000127,Commercial,EMEA,Healthcare,2020-08,True,2024-05,organic,organic
128,ORG-000128,Commercial,Americas,Retail,2020-08,True,2024-11,organic,organic
129,ORG-000129,Enterprise,Americas,Public Sector,2020-08,False,,organic,organic
130,ORG-000130,SMB,Americas,Healthcare,2020-08,True,2025-05,organic,organic
131,ORG-000131,Commercial,Americas,Manufacturing,2020-08,True,2024-05,organic,organic
132,ORG-000132,Commercial,Americas,Healthcare,2020-08,True,2025-08,organic,organic
133,ORG-000133,SMB,Americas,Financial Services,2020-08,True,2025-08,organic,organic
134,ORG-000134,Commercial,Americas,Energy/Utilities,2020-08,True,2024-05,organic,organic
135,ORG-000135,SMB,Americas,Energy/Utilities,2020-08,False,,organic,organic
136,ORG-000136,SMB,EMEA,Healthcare,2020-08,False,,organic,organic
137,ORG-000137,SMB,EMEA,Financial Services,2020-08,False,,organic,organic
138,ORG-000138,SMB,EMEA,Energy/Utilities,2020-08,True,2024-05,organic,organic
139,ORG-000139,SMB,Americas,Retail,2020-08,False,,organic,organic
140,ORG-000140,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
141,ORG-000141,SMB,EMEA,Technology,2020-08,True,2024-08,organic,organic
142,ORG-000142,SMB,Americas,Technology,2020-08,False,,organic,organic
143,ORG-000143,SMB,Americas,Financial Services,2020-08,True,2024-05,organic,organic
144,ORG-000144,SMB,Americas,Healthcare,2020-08,False,,organic,organic
145,ORG-000145,SMB,Americas,Telecom,2020-08,False,,organic,organic
146,ORG-000146,SMB,EMEA,Telecom,2020-08,True,2025-08,organic,organic
147,ORG-000147,Commercial,Americas,Public Sector,2020-08,True,2024-05,organic,organic
148,ORG-000148,Commercial,Americas,Technology,2020-08,False,,organic,organic
149,ORG-000149,SMB,Americas,Public Sector,2020-08,False,,organic,organic
150,ORG-000150,SMB,Americas,Retail,2020-08,True,2025-08,organic,organic
151,ORG-000151,SMB,Americas,Technology,2020-08,True,2024-05,organic,organic
152,ORG-000152,SMB,Americas,Retail,2020-08,True,2024-05,organic,organic
153,ORG-000153,Commercial,EMEA,Technology,2020-08,True,2024-05,organic,organic
154,ORG-000154,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
155,ORG-000155,SMB,Americas,Telecom,2020-08,False,,organic,organic
156,ORG-000156,SMB,JAPAC,Technology,2020-08,True,2024-05,organic,organic
157,ORG-000157,Commercial,Americas,Manufacturing,2020-08,False,,organic,organic
158,ORG-000158,Commercial,JAPAC,Technology,2020-08,True,2024-05,organic,organic
159,ORG-000159,Commercial,EMEA,Financial Services,2020-08,False,,organic,organic
160,ORG-000160,SMB,APAC,Technology,2020-08,True,2024-05,organic,organic
161,ORG-000161,SMB,EMEA,Retail,2020-08,False,,organic,organic
162,ORG-000162,SMB,EMEA,Telecom,2020-08,True,2024-05,organic,organic
163,ORG-000163,SMB,JAPAC,Energy/Utilities,2020-08,False,,organic,organic
164,ORG-000164,SMB,Americas,Public Sector,2020-08,True,2025-08,organic,organic
165,ORG-000165,Commercial,APAC,Technology,2020-08,False,,organic,organic
166,ORG-000166,SMB,Americas,Technology,2020-08,False,,organic,organic
167,ORG-000167,SMB,EMEA,Financial Services,2020-08,True,2025-05,organic,organic
168,ORG-000168,SMB,Americas,Financial Services,2020-08,False,,organic,organic
169,ORG-000169,Commercial,EMEA,Financial Services,2020-08,True,2025-11,organic,organic
170,ORG-000170,Enterprise,APAC,Financial Services,2020-08,False,,organic,organic
171,ORG-000171,Commercial,Americas,Retail,2020-08,True,2024-05,organic,organic
172,ORG-000172,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
173,ORG-000173,SMB,APAC,Telecom,2020-08,False,,organic,organic
174,ORG-000174,SMB,Americas,Energy/Utilities,2020-08,True,2024-05,organic,organic
175,ORG-000175,Commercial,APAC,Public Sector,2020-08,True,2026-02,organic,organic
176,ORG-000176,SMB,Americas,Retail,2020-08,True,2026-02,organic,organic
177,ORG-000177,SMB,Americas,Technology,2020-08,False,,organic,organic
178,ORG-000178,SMB,Americas,Retail,2020-08,True,2024-05,organic,organic
179,ORG-000179,Commercial,Americas,Financial Services,2020-08,True,2025-05,organic,organic
180,ORG-000180,SMB,EMEA,Technology,2020-08,True,2025-08,organic,organic
181,ORG-000181,Enterprise,Americas,Technology,2020-08,False,,organic,organic
182,ORG-000182,Commercial,Americas,Technology,2020-08,True,2025-08,organic,organic
183,ORG-000183,SMB,Americas,Healthcare,2020-08,False,,organic,organic
184,ORG-000184,SMB,Americas,Public Sector,2020-08,False,,organic,organic
185,ORG-000185,Enterprise,Americas,Healthcare,2020-08,True,2025-05,organic,organic
186,ORG-000186,SMB,Americas,Financial Services,2020-08,True,2024-05,organic,organic
187,ORG-000187,Commercial,Americas,Telecom,2020-08,False,,organic,organic
188,ORG-000188,Commercial,Americas,Manufacturing,2020-08,False,,organic,organic
189,ORG-000189,Enterprise,Americas,Technology,2020-08,False,,organic,organic
190,ORG-000190,Commercial,EMEA,Public Sector,2020-08,False,,organic,organic
191,ORG-000191,Commercial,EMEA,Public Sector,2020-08,False,,organic,organic
192,ORG-000192,Commercial,Americas,Manufacturing,2020-08,False,,organic,organic
193,ORG-000193,SMB,Americas,Healthcare,2020-08,True,2025-05,organic,organic
194,ORG-000194,SMB,Americas,Retail,2020-08,True,2024-05,organic,organic
195,ORG-000195,Commercial,EMEA,Technology,2020-08,True,2024-05,organic,organic
196,ORG-000196,SMB,Americas,Financial Services,2020-08,False,,organic,organic
197,ORG-000197,SMB,Americas,Technology,2020-08,True,2026-05,organic,organic
198,ORG-000198,Commercial,EMEA,Financial Services,2020-08,True,2024-05,organic,organic
199,ORG-000199,Commercial,Americas,Technology,2020-08,True,2025-05,organic,organic
200,ORG-000200,SMB,EMEA,Public Sector,2020-08,True,2024-05,organic,organic
201,ORG-000201,Commercial,Americas,Public Sector,2020-08,False,,organic,organic
202,ORG-000202,SMB,Americas,Technology,2020-08,False,,organic,organic
203,ORG-000203,SMB,APAC,Retail,2020-08,False,,organic,organic
204,ORG-000204,SMB,APAC,Manufacturing,2020-08,True,2025-08,organic,organic
205,ORG-000205,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
206,ORG-000206,Enterprise,Americas,Retail,2020-08,False,,organic,organic
207,ORG-000207,SMB,APAC,Public Sector,2020-08,True,2024-05,organic,organic
208,ORG-000208,SMB,EMEA,Technology,2020-08,False,,organic,organic
209,ORG-000209,SMB,EMEA,Manufacturing,2020-08,True,2025-02,organic,organic
210,ORG-000210,Strategic-Global,Americas,Technology,2020-08,False,,organic,organic
211,ORG-000211,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
212,ORG-000212,SMB,Americas,Public Sector,2020-08,True,2024-05,organic,organic
213,ORG-000213,Enterprise,EMEA,Public Sector,2020-08,False,,organic,organic
214,ORG-000214,Commercial,APAC,Energy/Utilities,2020-08,True,2024-05,organic,organic
215,ORG-000215,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
216,ORG-000216,SMB,EMEA,Technology,2020-08,True,2024-11,organic,organic
217,ORG-000217,SMB,Americas,Retail,2020-08,False,,organic,organic
218,ORG-000218,SMB,Americas,Public Sector,2020-08,True,2024-05,organic,organic
219,ORG-000219,SMB,EMEA,Financial Services,2020-08,True,2024-05,organic,organic
220,ORG-000220,Enterprise,EMEA,Technology,2020-08,True,2024-05,organic,organic
221,ORG-000221,SMB,JAPAC,Technology,2020-08,True,2025-08,organic,organic
222,ORG-000222,Strategic-Global,Americas,Public Sector,2020-08,False,,organic,organic
223,ORG-000223,SMB,Americas,Financial Services,2020-08,True,2024-08,organic,organic
224,ORG-000224,SMB,Americas,Technology,2020-08,True,2024-05,organic,organic
225,ORG-000225,SMB,EMEA,Financial Services,2020-08,False,,organic,organic
226,ORG-000226,SMB,APAC,Public Sector,2020-08,True,2024-11,organic,organic
227,ORG-000227,SMB,Americas,Retail,2020-08,True,2024-05,organic,organic
228,ORG-000228,Enterprise,EMEA,Retail,2020-08,False,,organic,organic
229,ORG-000229,SMB,APAC,Telecom,2020-08,False,,organic,organic
230,ORG-000230,SMB,Americas,Energy/Utilities,2020-08,True,2024-05,organic,organic
231,ORG-000231,SMB,APAC,Manufacturing,2020-08,True,2024-05,organic,organic
232,ORG-000232,Enterprise,Americas,Retail,2020-08,False,,organic,organic
233,ORG-000233,SMB,Americas,Financial Services,2020-08,True,2025-08,organic,organic
234,ORG-000234,Commercial,Americas,Technology,2020-08,True,2024-05,organic,organic
235,ORG-000235,SMB,EMEA,Manufacturing,2020-08,True,2024-05,organic,organic
236,ORG-000236,SMB,Americas,Technology,2020-08,False,,organic,organic
237,ORG-000237,Commercial,Americas,Energy/Utilities,2020-08,False,,organic,organic
238,ORG-000238,SMB,EMEA,Healthcare,2020-08,False,,organic,organic
239,ORG-000239,SMB,Americas,Financial Services,2020-08,True,2024-08,organic,organic
240,ORG-000240,SMB,JAPAC,Energy/Utilities,2020-08,True,2024-05,organic,organic
241,ORG-000241,SMB,Americas,Financial Services,2020-08,False,,organic,organic
242,ORG-000242,SMB,Americas,Financial Services,2020-08,False,,organic,organic
243,ORG-000243,Commercial,EMEA,Technology,2020-08,False,,organic,organic
244,ORG-000244,Commercial,Americas,Technology,2020-08,True,2024-05,organic,organic
245,ORG-000245,Commercial,Americas,Technology,2020-08,True,2024-05,organic,organic
246,ORG-000246,Commercial,EMEA,Energy/Utilities,2020-08,True,2025-08,organic,organic
247,ORG-000247,SMB,EMEA,Healthcare,2020-08,True,2026-05,organic,organic
248,ORG-000248,Enterprise,APAC,Public Sector,2020-08,False,,organic,organic
249,ORG-000249,Commercial,JAPAC,Technology,2020-08,True,2025-08,organic,organic
250,ORG-000250,SMB,Americas,Retail,2020-08,False,,organic,organic
251,ORG-000251,SMB,EMEA,Healthcare,2020-08,True,2024-05,organic,organic
252,ORG-000252,SMB,EMEA,Telecom,2020-08,True,2026-02,organic,organic
253,ORG-000253,SMB,Americas,Technology,2020-08,True,2024-05,organic,organic
254,ORG-000254,SMB,Americas,Energy/Utilities,2020-08,False,,organic,organic
255,ORG-000255,Commercial,APAC,Financial Services,2020-08,True,2024-05,organic,organic
256,ORG-000256,Commercial,APAC,Public Sector,2020-08,False,,organic,organic
257,ORG-000257,Commercial,EMEA,Manufacturing,2020-08,True,2025-02,organic,organic
258,ORG-000258,SMB,Americas,Energy/Utilities,2020-08,False,,organic,organic
259,ORG-000259,Commercial,EMEA,Manufacturing,2020-08,True,2024-05,organic,organic
260,ORG-000260,Enterprise,APAC,Telecom,2020-08,False,,organic,organic
261,ORG-000261,Commercial,EMEA,Technology,2020-08,True,2024-05,organic,organic
262,ORG-000262,Enterprise,EMEA,Public Sector,2020-08,True,2024-05,organic,organic
263,ORG-000263,SMB,Americas,Technology,2020-08,True,2024-08,organic,organic
264,ORG-000264,Commercial,Americas,Public Sector,2020-08,False,,organic,organic
265,ORG-000265,Commercial,Americas,Retail,2020-08,True,2024-05,organic,organic
266,ORG-000266,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
267,ORG-000267,SMB,Americas,Retail,2020-08,False,,organic,organic
268,ORG-000268,SMB,EMEA,Public Sector,2020-08,True,2025-08,organic,organic
269,ORG-000269,SMB,EMEA,Retail,2020-08,True,2024-05,organic,organic
270,ORG-000270,SMB,Americas,Financial Services,2020-08,True,2024-05,organic,organic
271,ORG-000271,Enterprise,Americas,Financial Services,2020-08,False,,organic,organic
272,ORG-000272,SMB,EMEA,Financial Services,2020-08,True,2025-08,organic,organic
273,ORG-000273,Commercial,EMEA,Financial Services,2020-08,True,2024-05,organic,organic
274,ORG-000274,Commercial,Americas,Telecom,2020-08,False,,organic,organic
275,ORG-000275,SMB,Americas,Healthcare,2020-08,True,2024-05,organic,organic
276,ORG-000276,SMB,Americas,Public Sector,2020-08,False,,organic,organic
277,ORG-000277,SMB,APAC,Technology,2020-08,True,2024-05,organic,organic
278,ORG-000278,SMB,Americas,Financial Services,2020-08,False,,organic,organic
279,ORG-000279,SMB,EMEA,Healthcare,2020-08,True,2025-08,organic,organic
280,ORG-000280,Strategic-Global,Americas,Technology,2020-08,True,2024-05,organic,organic
281,ORG-000281,SMB,Americas,Manufacturing,2020-08,True,2025-05,organic,organic
282,ORG-000282,SMB,Americas,Public Sector,2020-08,False,,organic,organic
283,ORG-000283,SMB,Americas,Telecom,2020-08,False,,organic,organic
284,ORG-000284,Strategic-Global,EMEA,Energy/Utilities,2020-08,False,,organic,organic
285,ORG-000285,SMB,EMEA,Manufacturing,2020-08,True,2024-05,organic,organic
286,ORG-000286,Enterprise,APAC,Healthcare,2020-08,False,,organic,organic
287,ORG-000287,Commercial,Americas,Manufacturing,2020-08,True,2025-02,organic,organic
288,ORG-000288,SMB,APAC,Healthcare,2020-08,True,2025-08,organic,organic
289,ORG-000289,Commercial,EMEA,Financial Services,2020-08,False,,organic,organic
290,ORG-000290,SMB,Americas,Public Sector,2020-08,True,2025-11,organic,organic
291,ORG-000291,Commercial,Americas,Retail,2020-08,True,2024-05,organic,organic
292,ORG-000292,Commercial,Americas,Healthcare,2020-08,False,,organic,organic
293,ORG-000293,Enterprise,Americas,Healthcare,2020-08,True,2024-05,organic,organic
294,ORG-000294,SMB,APAC,Retail,2020-08,False,,organic,organic
295,ORG-000295,SMB,Americas,Financial Services,2020-08,False,,organic,organic
296,ORG-000296,SMB,EMEA,Energy/Utilities,2020-08,True,2024-05,organic,organic
297,ORG-000297,SMB,APAC,Energy/Utilities,2020-08,True,2026-05,organic,organic
298,ORG-000298,Commercial,JAPAC,Financial Services,2020-08,True,2025-05,organic,organic
299,ORG-000299,SMB,APAC,Retail,2020-08,False,,organic,organic
300,ORG-000300,SMB,APAC,Manufacturing,2020-08,False,,organic,organic
301,ORG-000301,SMB,EMEA,Retail,2020-08,False,,organic,organic
302,ORG-000302,SMB,Americas,Energy/Utilities,2020-08,False,,organic,organic
303,ORG-000303,SMB,Americas,Healthcare,2020-08,False,,organic,organic
304,ORG-000304,SMB,Americas,Financial Services,2020-08,True,2025-08,organic,organic
305,ORG-000305,Commercial,APAC,Retail,2020-08,False,,organic,organic
306,ORG-000306,Commercial,EMEA,Financial Services,2020-08,True,2026-05,organic,organic
307,ORG-000307,SMB,Americas,Public Sector,2020-08,False,,organic,organic
308,ORG-000308,SMB,EMEA,Technology,2020-08,True,2025-02,organic,organic
309,ORG-000309,SMB,Americas,Technology,2020-08,True,2024-05,organic,organic
310,ORG-000310,Enterprise,APAC,Technology,2020-08,False,,organic,organic
311,ORG-000311,SMB,APAC,Healthcare,2020-08,False,,organic,organic
312,ORG-000312,Commercial,EMEA,Manufacturing,2020-08,True,2024-08,organic,organic
313,ORG-000313,SMB,Americas,Healthcare,2020-08,False,,organic,organic
314,ORG-000314,Commercial,JAPAC,Public Sector,2020-08,False,,organic,organic
315,ORG-000315,Commercial,Americas,Telecom,2020-08,True,2025-02,organic,organic
316,ORG-000316,SMB,EMEA,Public Sector,2020-08,False,,organic,organic
317,ORG-000317,SMB,EMEA,Retail,2020-08,False,,organic,organic
318,ORG-000318,Commercial,Americas,Healthcare,2020-08,True,2024-05,organic,organic
319,ORG-000319,SMB,EMEA,Technology,2020-08,True,2026-05,organic,organic
320,ORG-000320,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
321,ORG-000321,SMB,Americas,Financial Services,2020-08,False,,organic,organic
322,ORG-000322,SMB,Americas,Manufacturing,2020-08,True,2024-05,organic,organic
323,ORG-000323,Commercial,EMEA,Public Sector,2020-08,True,2024-05,organic,organic
324,ORG-000324,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
325,ORG-000325,Enterprise,Americas,Financial Services,2020-08,True,2024-05,organic,organic
326,ORG-000326,Commercial,EMEA,Energy/Utilities,2020-08,True,2024-05,organic,organic
327,ORG-000327,Commercial,Americas,Financial Services,2020-08,True,2024-05,organic,organic
328,ORG-000328,Commercial,Americas,Financial Services,2020-08,False,,organic,organic
329,ORG-000329,Enterprise,Americas,Public Sector,2020-08,False,,organic,organic
330,ORG-000330,SMB,JAPAC,Energy/Utilities,2020-08,True,2025-08,organic,organic
331,ORG-000331,SMB,Americas,Financial Services,2020-08,False,,organic,organic
332,ORG-000332,SMB,Americas,Healthcare,2020-08,False,,organic,organic
333,ORG-000333,SMB,EMEA,Retail,2020-08,False,,organic,organic
334,ORG-000334,SMB,APAC,Public Sector,2020-08,True,2024-05,organic,organic
335,ORG-000335,Enterprise,Americas,Financial Services,2020-08,True,2025-11,organic,organic
336,ORG-000336,SMB,APAC,Technology,2020-08,False,,organic,organic
337,ORG-000337,SMB,EMEA,Public Sector,2020-08,True,2024-08,organic,organic
338,ORG-000338,Commercial,Americas,Financial Services,2020-08,True,2024-08,organic,organic
339,ORG-000339,Enterprise,Americas,Retail,2020-08,True,2024-11,organic,organic
340,ORG-000340,Enterprise,Americas,Financial Services,2020-08,False,,organic,organic
341,ORG-000341,SMB,Americas,Technology,2020-08,True,2026-05,organic,organic
342,ORG-000342,SMB,JAPAC,Technology,2020-08,True,2025-08,organic,organic
343,ORG-000343,SMB,Americas,Manufacturing,2020-08,False,,organic,organic
344,ORG-000344,SMB,Americas,Financial Services,2020-08,False,,organic,organic
345,ORG-000345,SMB,Americas,Telecom,2020-08,True,2025-08,organic,organic
346,ORG-000346,SMB,Americas,Financial Services,2020-08,True,2024-05,organic,organic
347,ORG-000347,SMB,Americas,Public Sector,2020-08,True,2024-08,organic,organic
348,ORG-000348,SMB,JAPAC,Healthcare,2020-08,True,2024-05,organic,organic
349,ORG-000349,SMB,EMEA,Public Sector,2020-08,True,2024-05,organic,organic
350,ORG-000350,Commercial,Americas,Retail,2020-08,True,2024-05,organic,organic
